Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
38377-000-000,17562 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),13952,1,2020,REC FACIL,PREFIN MET,MOD METAL,DRYWALL,STEEL,HARDWOOD; CARPET,,,,,,,30.230455,-85.904988,,FALSE,,
38330-000-000,17403 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),34142,7,1995,MOTEL LOW,C B STUCCO,MODULAR MT,DRYWALL,REINF CONC,CARPET,,,,,,"['2010202', '7487', '6506', '6364', '925881', '5406']",30.227406,-85.900126,,FALSE,,
38330-000-000,17403 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),38870,3,1964,MOTEL LOW,WD FR STUC; C B STUCCO,MODULAR MT,PLYWOOD; DRYWALL,REINF CONC,CARPET; HARDTILE,,,,,,"['2010202', '7487', '6506', '6364', '925881', '5406']",30.227406,-85.900126,,FALSE,,
38329-000-000,17403 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),31717,3,1955,MOTEL LOW,WD FR STUC,MODULAR MT,PLYWOOD; DRYWALL,WOOD FRAME,CORK/VTILE; CARPET,,,,,,"['16-2175', '15-1994', '14-2217', '14-2218', '2010202', '20091421', 'B1901', '99-00029', '9801977', '9701874', '9601491', '7487', '7206', '6506', '6364', '6099', '5893', '5763', '5582', '5583', '5114', '925911', '925881']",30.227406,-85.900126,,FALSE,,
38329-000-000,17403 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),38076,3,1955,MOTEL LOW,WD FR STUC,MODULAR MT,PLYWOOD; DRYWALL,WOOD FRAME,CORK/VTILE; CARPET,,,,,,"['16-2175', '15-1994', '14-2217', '14-2218', '2010202', '20091421', 'B1901', '99-00029', '9801977', '9701874', '9601491', '7487', '7206', '6506', '6364', '6099', '5893', '5763', '5582', '5583', '5114', '925911', '925881']",30.227406,-85.900126,,FALSE,,
38329-000-000,17403 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),23282,3,1955,MOTEL LOW,WD FR STUC,MODULAR MT,PLYWOOD; DRYWALL,WOOD FRAME,CORK/VTILE; CARPET,,,,,,"['16-2175', '15-1994', '14-2217', '14-2218', '2010202', '20091421', 'B1901', '99-00029', '9801977', '9701874', '9601491', '7487', '7206', '6506', '6364', '6099', '5893', '5763', '5582', '5583', '5114', '925911', '925881']",30.227406,-85.900126,,FALSE,,
38320-005-015,17710 PC BCH PKWY PANAMA CITY BEACH 32413,HOTELS AND (003900),51258,4,2010,HOTEL,C B STUCCO,CLAY TILE,DRYWALL,REINF CONC,CLAY TILE; CARPET,,,,,,"['20091438', '20091254', '2009693', '2009212']",30.237093,-85.904267,,FALSE,,
37245-040-000,130 LAKE PL PANAMA CITY BEACH 32413,HOTELS AND (003900),3028,2,1983,MOTEL LOW,WD FR STUC,COMP SHNGL,DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,[''],30.24259,-85.928477,,FALSE,,
36776-000-000,20413 PC BCH PKWY PANAMA CITY BEACH 32413,HOTELS AND (003900),4449,1.5,1950,MOTEL LOW,VINYL,COMP SHNGL,PLASTER; PLYWOOD,WOOD FRAME,ASPH TILE; CARPET,,,,,,,30.250525,-85.934156,,FALSE,,
36718-000-000,19979 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),15594,2,1947,RESORT,C B STUCCO,MODULAR MT,DRYWALL,MASONARY,CARPET; HARDTILE,,,,,,"['18-0017', '7345', '3404', '0522', '13983', '13984', '13985', '10699', '9612087', '20890']",30.242754,-85.931947,,FALSE,,
36718-000-000,19979 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),3854,2,1985,RESORT,C B STUCCO,BUILT-UP,DRYWALL,MASONARY,CARPET,,,,,,"['18-0017', '7345', '3404', '0522', '13983', '13984', '13985', '10699', '9612087', '20890']",30.242754,-85.931947,,FALSE,,
36586-000-000,20404 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),3204,1,1952,MOTEL LOW,C B STUCCO; STONE,ENG SHINGL,PLYWOOD,MASONARY,CARPET,,,,,,,30.245412,-85.936818,,FALSE,,
36586-000-000,20404 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),1964,1.5,1968,OFFICE LOW,CB STUCCO,ENG SHINGL,PLYWOOD,MASONARY,CARPET; HARDTILE,,,,,,,30.245412,-85.936818,,FALSE,,
36586-000-000,20404 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),1425,1,1982,MOTEL LOW,C B STUCCO,ENG SHINGL,PLYWOOD,MASONARY,CARPET,,,,,,,30.245412,-85.936818,,FALSE,,
36576-010-000,128 LAKE PL PANAMA CITY BEACH 32413,HOTELS AND (003900),1550,1,1955,MOTEL LOW,CB STUCCO,COMP SHNGL,MINIMUM,MASONARY,VINYL ASB; CARPET,,,,,,"['9310626', '9508638', '9510836']",30.242666,-85.928885,,FALSE,,
36576-010-000,128 LAKE PL PANAMA CITY BEACH 32413,HOTELS AND (003900),4581,2,1962,MOTEL LOW,CB STUCCO,COMP SHNGL,PLYWOOD,MASONARY,TERRAZZO; CARPET,,,,,,"['9310626', '9508638', '9510836']",30.242666,-85.928885,,FALSE,,
36576-010-000,128 LAKE PL PANAMA CITY BEACH 32413,HOTELS AND (003900),4071,2,1953,MOTEL LOW,CB STUCCO,COMP SHNGL,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['9310626', '9508638', '9510836']",30.242666,-85.928885,,FALSE,,
36568-035-000,20708 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),5504,2,1987,MOTEL LOW,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,['9514196'],30.247559,-85.941685,,FALSE,,
36568-035-000,20708 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),800,1,1996,MOTEL LOW,WD FR STUC,STAND SEAM,MINIMUM,WOOD FRAME,CONC FINSH,,,,,,['9514196'],30.247559,-85.941685,,FALSE,,
36566-000-000,20709 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),1380,1,1997,OFFICE LOW,CB STUCCO,STAND SEAM,DRYWALL,MASONARY,HARDTILE,,,,,,,30.247192,-85.942009,,FALSE,,
36566-000-000,20709 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),28650,5,1997,MOTEL LOW,C B STUCCO,STAND SEAM,DRYWALL,MASONARY,CARPET,,,,,,,30.247192,-85.942009,,FALSE,,
36565-000-000,20723 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),21450,5,1978,MOTEL LOW,C B STUCCO,STAND SEAM,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['DIS19-12835', 'DIS19-12755', '16-0058', '07-1585', '9604574', '9602969', '9602967', '9514057', '9514057', '9513429', '9513429', '9511602', '9511602', '9510731', '9510747']",30.247113,-85.941785,,TRUE,"['ROOF', 'ROOF']","['COMM REROOF - EAST BLDG', 'COMM  REROOF - WEST BLDG']"
36563-000-000,19988 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),4261,1.5,1955,MOTEL LOW,CONC BLOCK; VINYL,BUILT-UP,PLYWOOD,MASONARY,SHT VINYL; CARPET,,,,,,"['CR19-00020', '17-0013', '15-0146', '15-0022', '9514990', '9512522', '9512092', '9512002', '269']",30.2434,-85.932309,,FALSE,,
36563-000-000,19988 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),2496,1,1955,MOTEL LOW,CONC BLOCK,BUILT-UP,PLYWOOD,MASONARY,TERRAZZO; CARPET,,,,,,"['CR19-00020', '17-0013', '15-0146', '15-0022', '9514990', '9512522', '9512092', '9512002', '269']",30.2434,-85.932309,,FALSE,,
36563-000-000,19988 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),2015,1,1974,MOTEL LOW,CONC BLOCK,BUILT-UP,PLYWOOD,MASONARY,SHT VINYL; CARPET,,,,,,"['CR19-00020', '17-0013', '15-0146', '15-0022', '9514990', '9512522', '9512092', '9512002', '269']",30.2434,-85.932309,,FALSE,,
35368-000-000,21905 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),36959,3,1973,MOTEL LOW,C B STUCCO,POLY TPO,PLYWOOD; DRYWALL,REINF CONC,SHT VINYL; CARPET,,,,,,"['18-0001', '17-0018', '15-1403', '15-0191', '15-0226', '14-0232', '14-0035', '13-0020', 'SP135', '99-01244', '9710643', '9511973', '9511973', '9509917']",30.254462,-85.958574,,FALSE,,
35368-000-000,21905 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),21715,2,1988,MOTEL LOW,C B STUCCO,POLY TPO,PLASTER,MASONARY,CLAY TILE; CARPET,,,,,,"['18-0001', '17-0018', '15-1403', '15-0191', '15-0226', '14-0232', '14-0035', '13-0020', 'SP135', '99-01244', '9710643', '9511973', '9511973', '9509917']",30.254462,-85.958574,,FALSE,,
35368-000-000,21905 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),42505,5,1988,MOTEL LOW,C B STUCCO,POLY TPO,PLASTER,MASONARY,CLAY TILE; CARPET,,,,,,"['18-0001', '17-0018', '15-1403', '15-0191', '15-0226', '14-0232', '14-0035', '13-0020', 'SP135', '99-01244', '9710643', '9511973', '9511973', '9509917']",30.254462,-85.958574,,FALSE,,
35368-000-000,21905 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),5294,2,1989,RESTAURANT,CONC BLOCK,CONC TILE,DRYWALL,MASONARY,PINE WOOD; CARPET,,,,,,"['18-0001', '17-0018', '15-1403', '15-0191', '15-0226', '14-0232', '14-0035', '13-0020', 'SP135', '99-01244', '9710643', '9511973', '9511973', '9509917']",30.254462,-85.958574,,FALSE,,
34987-000-000,9500 THOMAS DR S PANAMA CITY BEACH 32408,HOTELS AND (003900),73152,4,1971,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,REINF CONC,CARPET,,,,,,,30.171413,-85.798712,,FALSE,,
34986-000-000,9600 THOMAS DR S PANAMA CITY BEACH 32408,HOTELS AND (003900),55624,1,1973,RESORT,CB STUCCO,MODULAR MT,CUST PANEL,STEEL,CARPET; HARDTILE,,,,,,"['202001890', '201901686', '201900503', '18-1438', '17-0061', '15-0575', '14-1111', '1606', '1545', '200859', '9701789', '9700083', '7283']",30.172397,-85.7999,,FALSE,,
34986-000-000,9600 THOMAS DR S PANAMA CITY BEACH 32408,HOTELS AND (003900),196135,5,1973,MOTEL LOW,C B STUCCO,POLY TPO,PLYWOOD; DRYWALL,REINF CONC,CARPET,,,,,,"['202001890', '201901686', '201900503', '18-1438', '17-0061', '15-0575', '14-1111', '1606', '1545', '200859', '9701789', '9700083', '7283']",30.172397,-85.7999,,FALSE,,
34976-000-000,10824 PARKHILL CIR PANAMA CITY BEACH 32407,HOTELS AND (003900),3128,2,1959,MOTEL LOW,CONC BLOCK,BUILT-UP,PLYWOOD,MASONARY,CARPET,,,,,,"['000', '1149']",30.181354,-85.813277,,FALSE,,
34952-000-000,11004 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),240,1,1987,SERV SHOP,WD FR STUC,COMP SHNGL,WALL BD/WD,WOOD FRAME,MIN PLYWD,,,,,,"['17-0255', '16-2478', '16-2388', '16-1885', '15-0067', '14-1916', '14-1136', '13-1089', '0789', '9701142', '6847', '6317', '935949', '925890']",30.182082,-85.815564,,FALSE,,
34952-000-000,11004 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),52068,4,1985,MOTEL LOW,C B STUCCO,BUILT-UP,DRYWALL,,SHT VINYL; CARPET,,,,,,"['17-0255', '16-2478', '16-2388', '16-1885', '15-0067', '14-1916', '14-1136', '13-1089', '0789', '9701142', '6847', '6317', '935949', '925890']",30.182082,-85.815564,,FALSE,,
34949-000-000,10996 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),9250,2,1955,MOTEL LOW,VINYL; CONC BLOCK,ROLL COMP; ENG SHINGL,DRYWALL,REINF CONC,TERRAZZO; CARPET,,,,,,"['202000730', '19-00675', '15-0013', '1225', '9701429', '6797']",30.181784,-85.814635,,FALSE,,
34949-000-000,10996 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),1380,2,1955,MOTEL LOW,VINYL; CONC BLOCK,ROLL COMP,DRYWALL,MASONARY,TERRAZZO; CARPET,,,,,,"['202000730', '19-00675', '15-0013', '1225', '9701429', '6797']",30.181784,-85.814635,,FALSE,,
34864-030-020,10241 CLARENCE RD PANAMA CITY BEACH 32407,HOTELS AND (003900),52312,4,2007,HOTEL,WD FR STUC,ENG SHINGL; STAND SEAM,DRYWALL,WOOD FRAME,HARDWOOD; CARPET,,,,,,"['201803312', '07-121', '1360']",30.180666,-85.801675,,FALSE,,
34862-010-000,9725 FRONT BEACH RD PANAMA CITY BEACH 32408,HOTELS AND (003900),24242,2,1987,MOTEL LOW,C B STUCCO,CLAY TILE,DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['CR20-00032', 'DIS19-11865', '11-0064', '11-0060', 'B354']",30.177492,-85.796489,,TRUE,['ROOF'],['COMM RE-ROOF 140 SQ']
34807-000-000,11001 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),2584,2,1988,MOTEL LOW,C B STUCCO,STAND SEAM,DRYWALL,MASONARY,CARPET; SHT VINYL,,,,,,"['202001889', '202000264', '201902728', '201900331', '17-2619', '16-2414', '20091515', '9601433', '7013', '6276', '5441']",30.181556,-85.815867,,FALSE,,
34807-000-000,11001 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),21325,5,1988,MOTEL LOW,C B STUCCO,STAND SEAM,DRYWALL,MASONARY,CARPET; SHT VINYL,,,,,,"['202001889', '202000264', '201902728', '201900331', '17-2619', '16-2414', '20091515', '9601433', '7013', '6276', '5441']",30.181556,-85.815867,,FALSE,,
34807-000-000,11001 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),17199,3,1956,MOTEL LOW,C B STUCCO,STAND SEAM,PLYWOOD,MASONARY,TERRAZZO; CARPET,,,,,,"['202001889', '202000264', '201902728', '201900331', '17-2619', '16-2414', '20091515', '9601433', '7013', '6276', '5441']",30.181556,-85.815867,,FALSE,,
34807-000-000,11001 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),6228,2,1956,MOTEL LOW,C B STUCCO,MINIMUM,PLYWOOD,MASONARY,TERRAZZO; CARPET,,,,,,"['202001889', '202000264', '201902728', '201900331', '17-2619', '16-2414', '20091515', '9601433', '7013', '6276', '5441']",30.181556,-85.815867,,FALSE,,
34805-000-000,11127 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),40416,1,1990,MOTEL HIGH,WD FR STUC,BUILT-UP,DRYWALL; DECORATIVE,REINF CONC,CARPET; HARDTILE,,,,,,"['202000721', '201903996', '20191495', '201900806', '201900072', '16-0848', '16-0354', '16-0085', '15-2011', '15-1587', '13-1172', '13-689', '13-124', '13-46', '11-166', '20091465', '20091103', '20091103', 'XXXXXXX', '0862', '9801846', '9800159', '9601933', '9601205', '9601206', '7312', '5708', '5594', '5595', '5086']",30.182836,-85.817596,,FALSE,,
34805-000-000,11127 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),16930,1,1990,MOTEL HIGH,WD FR STUC,BUILT-UP,PLASTER,REINF CONC,CARPET; HARDTILE,,,,,,"['202000721', '201903996', '20191495', '201900806', '201900072', '16-0848', '16-0354', '16-0085', '15-2011', '15-1587', '13-1172', '13-689', '13-124', '13-46', '11-166', '20091465', '20091103', '20091103', 'XXXXXXX', '0862', '9801846', '9800159', '9601933', '9601205', '9601206', '7312', '5708', '5594', '5595', '5086']",30.182836,-85.817596,,FALSE,,
34805-000-000,11127 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),93330,6,1990,MOTEL HIGH,WD FR STUC,BUILT-UP,PLASTER,REINF CONC,CARPET; HARDTILE,,,,,,"['202000721', '201903996', '20191495', '201900806', '201900072', '16-0848', '16-0354', '16-0085', '15-2011', '15-1587', '13-1172', '13-689', '13-124', '13-46', '11-166', '20091465', '20091103', '20091103', 'XXXXXXX', '0862', '9801846', '9800159', '9601933', '9601205', '9601206', '7312', '5708', '5594', '5595', '5086']",30.182836,-85.817596,,FALSE,,
34805-000-000,11127 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),15555,1,1990,MOTEL HIGH,WD FR STUC,BUILT-UP,PLASTER,REINF CONC,CARPET; HARDTILE,,,,,,"['202000721', '201903996', '20191495', '201900806', '201900072', '16-0848', '16-0354', '16-0085', '15-2011', '15-1587', '13-1172', '13-689', '13-124', '13-46', '11-166', '20091465', '20091103', '20091103', 'XXXXXXX', '0862', '9801846', '9800159', '9601933', '9601205', '9601206', '7312', '5708', '5594', '5595', '5086']",30.182836,-85.817596,,FALSE,,
34805-000-000,11127 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),6582,2,1994,SERV SHOP,WD FR STUC,BUILT-UP,DRYWALL,REINF CONC,HARDTILE,,,,,,"['202000721', '201903996', '20191495', '201900806', '201900072', '16-0848', '16-0354', '16-0085', '15-2011', '15-1587', '13-1172', '13-689', '13-124', '13-46', '11-166', '20091465', '20091103', '20091103', 'XXXXXXX', '0862', '9801846', '9800159', '9601933', '9601205', '9601206', '7312', '5708', '5594', '5595', '5086']",30.182836,-85.817596,,FALSE,,
34791-000-000,11831 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),49650,7,2001,MOTEL LOW,PRECAST PL,MODULAR MT,DRYWALL,FIREPROOF,CLAY TILE; CARPET,,,,,,"['201901389', '2010652', '4772', '0537', '2136', '6814']",30.187965,-85.827024,,FALSE,,
34790-000-000,12001 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),35019,7,1998,MOTEL HIGH,CEMT BRICK; C B STUCCO,STAND SEAM,DRYWALL,FIREPROOF,CARPET; CLAY TILE,,,,,,"['201904436', '201904144', '16-1287', '16-0005', '9802408', '9800350', '9701670', '9701147', '9700346', '9601484', '7063', '6908', '93004', '935984', '935973', '5105']",30.188274,-85.827433,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),4324,2,1957,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),4400,2,1957,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),6996,3,1957,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),4800,2,1957,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),2720,2,1957,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),2070,2,1956,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),1867,2,1956,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),2041,2,1956,MOTEL LOW,C B STUCCO,BUILT-UP,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34486-000-000,14513 FRONT BEACH RD PANAMA CITY BEACH 32413,HOTELS AND (003900),3548,2,1967,MOTEL LOW,C B STUCCO,BUILT-UP,MINIMUM,MASONARY,TERRAZZO; CARPET,,,,,,"['201900892', '16-1529', '51754', '2005246', '2005109', '2004183', 'RF0662', '99-00003', '9802349', '9801885', '6324', '936007']",30.204477,-85.856224,,FALSE,,
34331-000-000,12907 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),187829,8,2017,HOTEL,PRECAST PL,MODULAR MT,DRYWALL,REINF CONC,CLAY TILE; CARPET,,,,,,"['201900889', '16-1980', '15-1613', '15-1557', '15-0751', '15-0605', '12-1750', '12-1728', '20082171', '42061', '1167', '99-00112', '9802251', '9601203', '6793', '6510', '915486', '5290', '5142', '4830', '4829']",30.194707,-85.838476,,FALSE,,
34262-000-000,613 EVERGREEN ST PANAMA CITY BEACH 32407,HOTELS AND (003900),3848,1,1953,MOTEL LOW,C B STUCCO,BUILT-UP,PLASTER; PLYWOOD,MASONARY,CORK/VTILE,,,,,,"['201803156', '6745', '6069']",30.197163,-85.840588,,FALSE,,
34262-000-000,613 EVERGREEN ST PANAMA CITY BEACH 32407,HOTELS AND (003900),1152,1,1954,MOTEL LOW,C B STUCCO,BUILT-UP,PLASTER; PLYWOOD,MASONARY,CORK/VTILE,,,,,,"['201803156', '6745', '6069']",30.197163,-85.840588,,FALSE,,
34169-000-000,12830 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),3350,2,1960,STORE RETL,CONC BLOCK; AVERAGE,BUILT-UP,PLASTER; PLYWOOD,MASONARY,CLAY TILE; CARPET,,,,,,"['18-0440', '18-0243', '16-1984', '6997', '6204', '5111']",30.194993,-85.838068,,FALSE,,
34169-000-000,12830 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),14374,1.5,1960,MOTEL LOW,CONC BLOCK,STAND SEAM; ROLL COMP,PLYWOOD,MASONARY,CARPET,,,,,,"['18-0440', '18-0243', '16-1984', '6997', '6204', '5111']",30.194993,-85.838068,,FALSE,,
34169-000-000,12830 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),3712,2,1980,OFFICE LOW,CONC BLOCK; AVERAGE,COMP SHNGL,DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['18-0440', '18-0243', '16-1984', '6997', '6204', '5111']",30.194993,-85.838068,,FALSE,,
34139-000-000,618 EVERGREEN ST PANAMA CITY BEACH 32407,HOTELS AND (003900),7752,1,1963,MOTEL LOW,CONC BLOCK,ROLL COMP,MINIMUM; DRYWALL,MASONARY,CARPET,,,,,,"['14-1906', '14-989', '14-917', '14-621', '815', '7450', '935964']",30.197364,-85.841152,,FALSE,,
34109-000-000,13615 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),54986,3.5,1970,MOTEL LOW,COM BRICK,BUILT-UP,DRYWALL,REINF CONC,HARDTILE,,,,,,"['201900426', '16-0349', '14-2025', '200596', '9802245', '9601201', '6792', '6402', '5726', '925896', '5111', '4852']",30.198569,-85.845995,,FALSE,,
34100-000-000,12818 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),118286,7,1963,MOTEL HIGH,C B STUCCO,POLY TPO,DRYWALL,REINF CONC,CARPET; HARDTILE,,,,,,"['201803310', '18-0566', '16-2001', '14-2167', '42063', '99-00218', '99-00113', '9802250', '9601204', '6275']",30.193864,-85.83734,,FALSE,,
34100-000-000,12818 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),22190,1,1979,GARAGE,CB STUCCO,MINIMUM,MINIMUM,MASONARY,CONC FINSH,,,,,,"['201803310', '18-0566', '16-2001', '14-2167', '42063', '99-00218', '99-00113', '9802250', '9601204', '6275']",30.193864,-85.83734,,FALSE,,
34091-000-000,12513 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),253262,14,2019,MOTEL HIGH,PRECAST PL,POLY TPO,DRYWALL,REINF CONC,CARPET; CLAY TILE,,,,,,"['18-1385', '201700644', '0302662', '134', '7003', '6966', '5229']",30.191715,-85.833836,,FALSE,,
34062-020-001,12525 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),20334,2,1968,MOTEL LOW,COM BRICK,BUILT-UP; MODULAR MT,DRYWALL,REINF CONC,CARPET,,,,,,"['19-0521', '18-0703', '18-0281', '13-209', '13-057', '12-115', '20101337', '200977', '6516', '5029']",30.192354,-85.835043,,FALSE,,
34062-020-001,12525 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),6195,1,1968,MOTEL LOW,COM BRICK,BUILT-UP; MODULAR MT,DRYWALL,REINF CONC,CARPET,,,,,,"['19-0521', '18-0703', '18-0281', '13-209', '13-057', '12-115', '20101337', '200977', '6516', '5029']",30.192354,-85.835043,,FALSE,,
34062-000-000,12525 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),49222,3.5,1966,MOTEL LOW,COM BRICK,BUILT-UP,PLYWOOD; DRYWALL,REINF CONC,SHT VINYL; CARPET,,,,,,"['14-2352', '2009577', '20082625', '041842', '6516']",30.192354,-85.835043,,FALSE,,
34062-000-000,12525 FRONT BEACH RD PANAMA CITY BEACH 32407,HOTELS AND (003900),1975,1,1966,OFFICE LOW,COMMON BRK,BUILT-UP,PLYWOOD,REIN CONC,CARPET,,,,,,"['14-2352', '2009577', '20082625', '041842', '6516']",30.192354,-85.835043,,FALSE,,
34030-005-015,225 RICHARD JACKSON BLVD PANAMA CITY BEACH 32407,HOTELS AND (003900),48703,3,2005,HOTEL,WD FR STUC,CLAY TILE,DRYWALL,WOOD FRAME,CLAY TILE; CARPET,,,,,,"['13-302', '1-0202']",30.191443,-85.81405,,FALSE,,
