BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
2785,2,4,8,15,1,1,7,1,2,1,2,2,1,1,2,1,2,,1,1,7,1,1,1,2,1,2,2,,3,3,1,1,1,1,1,1,1,2,,2,0,12,7,4,6,1,2,,,,2,,,20.84,18,2,1,1,2,2,2,,
2786,1,2,9,15,2,,1,1,2,1,2,1,1,1,1,1,2,,2,,1,1,2,1,1,1,1,2,,4,1,1,1,1,2,1,1,1,2,,2,0,12,7,4,3,1,1,2,,1,1,1,1,10.04,14,1,1,1,1,2,2,6,1
2787,3,7,5,4,1,2,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,5,2,2,2,2,1,1,1,2,,2,0,12,6,3,4,2,2,,,,2,,,496.13,3,1,1,1,2,2,2,,
2788,3,7,2,5,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,3,1,1,2,1,1,2,2,2,,2,0,12,6,4,3,2,2,,,,2,,,1472.34,13,1,1,2,2,2,2,,
2789,3,5,5,2,2,,1,2,2,2,2,1,2,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,6,6,5,1,2,,,,1,2,,316.94,4,1,1,2,2,2,2,7,3
2790,3,7,2,3,1,2,1,2,2,1,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,1,1,,,2,2,2,2,2,2,1,2,,1,100,5,4,4,5,2,2,,,,2,,,1895.05,10,2,1,4,2,2,2,,
2791,2,3,2,7,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,3,1,2,1,1,2,2,1,2,,2,0,12,6,4,3,2,2,,,,2,,,1508.84,1,2,1,1,2,2,2,,
2792,2,4,3,2,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,1636.1,13,1,1,2,2,2,2,,
2793,1,2,8,2,2,,1,2,2,1,1,1,2,2,2,2,2,,2,,1,1,2,1,1,1,2,2,,4,4,1,2,1,1,1,1,1,2,,2,0,12,2,4,2,1,2,,,,1,1,2,10.04,14,1,1,2,1,1,2,6,1
2794,2,4,4,13,2,,1,1,2,2,2,2,2,2,1,1,2,,1,1,1,2,1,2,2,2,2,2,,,,1,2,1,1,2,1,1,2,,2,0,12,3,4,6,2,2,,,,1,2,,509.17,13,1,1,1,2,2,2,3,3
2795,1,2,2,14,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,1,2,2,2,1,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,1468.67,20,2,1,1,2,2,2,,
2796,4,8,4,1,2,,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,1,2,2,1,2,2,2,,4,,2,2,1,1,1,1,1,2,,1,100,7,7,3,4,1,2,,,,2,,,20.41,18,2,1,1,2,2,2,,
2797,4,9,3,3,1,1,2,2,2,2,2,1,1,2,2,2,2,,1,1,2,2,2,2,1,1,2,2,,,,1,1,1,2,2,1,2,2,,1,8,12,6,5,4,2,2,,,,2,,,1509.24,7,2,1,2,2,2,2,,
2798,1,1,6,13,2,,1,1,2,2,2,2,1,1,1,1,2,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,,2,0,10,5,4,3,2,2,,,,1,2,,306.28,19,1,1,1,1,2,2,2,3
2799,4,9,4,2,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,1,25,12,8,1,4,2,2,,,,2,,,492.68,16,2,1,2,2,2,2,,
2800,3,5,2,5,,,,,,,,,,,,,,,2,,1,1,2,2,2,2,2,2,,4,,1,1,2,2,2,2,2,1,1,2,0,12,7,3,3,2,2,,,,2,,,1472.34,6,1,1,2,2,2,2,,
2801,4,9,5,2,2,,1,1,2,2,2,1,1,1,2,2,2,,2,,1,1,2,2,1,1,2,2,,5,,1,1,1,2,2,2,1,2,,1,31,12,3,4,4,2,2,,,,2,,,492.68,10,1,1,1,2,2,2,,
2802,3,5,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,1,100,2,9,4,5,2,2,,,,1,2,,239.78,12,1,1,2,2,2,2,4,3
2803,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,4,2,2,,,,1,2,,1638.2,9,2,2,2,2,2,2,12,3
2804,3,7,3,2,1,1,1,2,2,1,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,2,2,2,1,2,2,1,1,2,,1,45,12,5,4,4,2,2,,,,2,,,20.84,10,2,1,1,2,2,2,,
2805,3,5,5,4,1,1,2,2,2,2,1,2,2,2,2,2,2,,1,1,2,2,2,1,2,2,2,2,,,3,1,2,1,2,1,2,1,2,,2,0,12,6,4,7,2,2,,,,2,,,496.13,4,1,1,2,2,2,2,,
2806,2,3,4,1,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,1,75,12,1,4,4,2,2,,,,2,,,306.28,5,1,1,1,2,2,2,,
2807,1,2,7,15,2,,7,2,2,2,2,2,1,1,2,1,1,1,2,,7,2,1,1,2,2,2,2,,,3,2,2,1,2,1,1,1,2,,2,0,12,4,4,4,2,2,,,,1,1,2,3.6,14,1,1,2,1,1,2,6,1
2808,4,9,3,2,1,1,1,2,2,1,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,1,2,1,1,2,,2,0,3,9,5,2,2,2,,,,2,,,1654.84,7,1,1,1,2,2,2,,
2809,3,6,2,7,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,3,4,3,2,2,,,,2,,,2146.52,2,1,1,1,2,2,2,,
2810,3,5,7,1,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,,1,99,2,3,4,4,2,2,,,,2,,,156.48,4,2,1,1,2,2,2,,
2811,2,4,8,2,1,1,1,1,2,2,2,2,1,1,1,2,2,,2,,1,1,2,2,2,2,2,2,,5,,1,1,2,2,1,1,1,2,,1,49,12,4,4,4,1,2,,,,1,1,2,6.25,8,2,1,1,2,2,3,4,1
2812,1,2,9,15,1,1,7,2,2,1,1,2,1,1,1,1,2,,1,1,7,1,1,1,2,1,1,2,,3,3,1,1,1,1,1,2,1,2,,1,2,12,3,4,15,1,2,,,,1,1,2,20.84,2,2,1,1,1,1,2,6,1
2813,4,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,5,3,4,2,2,,,,1,2,,163.32,7,2,2,2,2,2,2,7,3
2814,1,2,9,2,2,,1,2,2,2,2,2,1,2,1,1,2,,2,,1,1,1,2,2,1,1,2,,2,,2,2,1,2,1,1,1,2,,1,9,12,5,4,4,1,2,,,,2,,,10.28,19,1,1,2,2,1,2,,
2815,1,2,3,14,2,,1,1,1,2,2,2,1,2,2,1,2,,2,,1,2,1,1,2,1,2,2,,,5,1,1,2,1,1,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,476.91,1,1,1,1,1,2,2,,
2816,4,9,2,20,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,4,5,5,2,2,,,,1,2,,1735.25,15,2,1,1,2,2,2,10,3
2817,3,7,2,3,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,1895.05,3,1,1,1,2,2,2,,
2818,1,2,8,2,2,,1,2,2,1,1,1,1,1,1,1,2,,2,,1,2,2,1,2,1,1,2,,,4,1,1,1,2,1,2,1,2,,2,0,12,8,4,7,1,2,,,,2,,,10.28,18,2,1,2,1,1,2,,
2819,4,9,3,4,2,,1,2,1,1,1,1,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,2,2,1,2,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,268.52,19,2,1,1,2,2,2,,
2820,1,2,4,3,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,,2,0,12,3,4,4,2,2,,,,1,2,,157.78,20,2,1,1,2,2,2,12,3
2821,3,7,2,13,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,4,4,3,2,2,,,,1,2,,57.92,9,2,1,1,2,2,2,3,3
2822,3,5,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,7,3,3,2,2,,,,2,,,235.53,4,1,1,1,2,2,2,,
2823,2,3,4,2,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,2,2,2,2,2,2,1,2,2,,1,80,12,5,6,7,2,2,,,,2,,,1904.68,12,2,1,2,2,2,2,,
2824,2,4,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,2,2,2,2,2,2,2,2,,1,15,12,4,4,4,2,2,,,,2,,,2082.26,15,2,1,1,2,2,2,,
2825,3,5,2,15,1,1,1,2,2,2,2,1,1,1,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,1,1,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,1472.34,4,1,1,2,1,2,2,,
2826,2,3,7,3,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,2,2,2,1,2,2,1,1,2,,2,0,12,5,3,6,1,2,,,,1,2,,306.28,5,1,1,1,2,2,2,5,3
2827,1,2,8,12,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,2,2,2,1,2,2,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,3,4,4,1,2,,,,1,2,,124.91,20,2,1,1,2,2,2,12,3
2828,2,3,4,1,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,1,95,12,2,4,4,2,2,,,,2,,,652.96,3,1,1,2,2,2,2,,
2829,2,3,3,4,2,,1,1,1,1,2,2,1,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,2,4,3,2,2,,,,2,,,487.36,12,1,1,1,2,2,2,,
2830,4,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,6,3,4,2,2,,,,1,2,,502.74,1,1,2,2,2,2,2,12,3
2831,4,9,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,10,12,6,4,5,2,2,,,,1,2,,1654.84,7,2,1,2,2,2,2,12,3
2832,3,7,3,1,,,,,,,,,,,,,,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,1,2,2,1,2,,1,100,0,4,4,3,2,2,,,,1,2,,496.13,13,2,1,1,2,2,2,9,3
2833,3,6,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,2,2,2,2,1,1,2,2,,,,1,2,1,2,2,1,1,2,,2,0,12,6,5,1,2,2,,,,2,,,1472.34,10,1,1,2,2,2,2,,
2834,3,7,5,1,2,,1,2,2,1,2,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,2,2,2,2,2,2,1,1,2,,1,90,12,3,3,3,2,2,,,,1,2,,833.61,20,1,1,2,2,2,2,18,3
2835,3,5,4,2,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,4,1,2,1,2,1,1,1,2,,2,0,12,8,4,6,2,2,,,,1,2,,626.97,6,2,1,2,2,2,2,4,3
2836,1,2,5,12,2,,2,2,1,1,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,3,1,2,1,2,2,1,1,2,,2,0,12,5,5,3,2,2,,,,2,,,250.94,14,2,1,1,2,2,2,,
2837,3,7,2,17,1,1,2,1,2,2,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,,,,2,2,2,2,1,1,2,2,,2,0,12,6,4,4,2,2,,,,2,,,640.89,9,2,1,1,2,2,2,,
2838,2,3,5,3,2,,1,2,2,1,1,2,2,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,2,2,2,2,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,610.82,5,1,1,1,2,2,2,,
2839,4,9,4,3,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,1,1,2,2,2,1,2,2,,2,0,12,9,5,3,2,2,,,,2,,,657.7,13,1,1,1,2,2,2,,
2840,1,2,10,2,2,,1,2,2,1,2,2,1,1,2,1,2,,2,,1,1,2,1,2,1,2,2,,5,5,1,1,1,2,1,1,1,2,,1,95,1,9,1,4,1,2,,,,1,1,1,7.37,8,1,1,1,2,1,2,4,1
2841,3,6,2,3,1,1,1,2,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,2,0,12,4,4,4,2,2,,,,1,2,,2170.72,11,1,1,2,3,2,2,5,3
2842,3,5,5,13,2,,1,1,2,2,1,1,1,1,2,2,2,,2,,1,2,2,1,2,2,2,1,95,,4,1,1,1,2,1,1,1,2,,2,0,10,7,4,6,2,2,,,,1,2,,408.36,6,2,1,1,1,2,2,2,3
2843,4,9,4,13,2,,1,1,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,10,4,4,3,2,2,,,,1,2,,1.72,7,1,1,1,1,2,2,3,3
2844,4,9,5,13,2,,1,2,2,2,1,1,1,2,2,2,2,,2,,1,2,1,1,2,1,2,1,1,,5,1,1,2,2,1,2,1,2,,2,0,11,3,4,2,2,2,,,,1,2,,4.15,15,1,1,1,2,2,2,2,3
2845,1,2,2,2,2,,1,2,2,2,1,2,2,1,2,2,2,,2,,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,8,4,3,1,2,,,,2,,,1627.29,19,2,1,2,2,2,2,,
2846,2,3,3,12,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,6,4,4,2,2,,,,1,2,,263.93,4,1,1,1,2,2,2,12,3
2847,3,5,5,12,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,6,5,2,2,,,,2,,,235.53,4,1,1,2,2,2,2,,
2848,2,4,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,1,2,1,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,2392.14,18,1,1,1,2,2,2,,
2849,3,5,3,4,1,1,2,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,6,4,2,2,2,,,,2,,,833.61,2,2,1,2,2,2,2,,
2850,4,8,5,4,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,7,4,3,2,2,,,,2,,,268.52,19,2,1,1,2,2,2,,
2851,3,7,2,3,2,,1,2,2,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,1,2,1,2,2,2,1,2,,2,0,12,7,4,5,1,2,,,,2,,,477.47,9,2,1,1,2,2,2,,
2852,2,3,7,12,2,,2,1,2,1,2,2,1,1,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,1,2,,5.78,19,1,1,1,2,2,2,12,3
2853,4,9,4,13,2,,1,2,2,1,2,2,2,2,2,2,1,95,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,2,0,10,5,3,5,2,2,,,,1,2,,1.18,,0,1,3,2,2,2,2,3
2854,1,2,5,16,1,1,7,1,2,2,2,2,2,2,2,1,2,,1,1,7,2,1,1,1,2,2,2,,,4,2,2,1,2,1,1,1,2,,2,0,12,3,4,2,2,2,,,,1,1,2,27.79,16,2,1,1,2,1,2,6,2
2855,4,9,8,2,2,,1,2,2,2,2,2,1,1,2,2,2,,2,,1,1,2,2,1,1,1,2,,4,,1,1,1,2,1,1,1,2,,1,8,12,8,1,6,1,2,,,,2,,,10.27,2,1,1,1,2,2,2,,
2856,2,4,2,6,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,4,5,3,2,2,,,,1,2,,584.61,12,2,1,1,2,2,2,18,3
2857,3,5,5,13,2,,1,1,2,2,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,1,1,1,2,1,1,1,2,,2,0,12,4,4,6,2,2,,,,1,2,,408.36,2,2,1,2,2,2,2,2,3
2858,2,3,8,17,2,,7,2,2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,2,0,12,4,4,4,2,2,,,,1,1,2,20,14,2,1,1,2,1,2,6,2
2859,2,3,3,3,2,,1,1,2,1,2,2,2,2,2,2,2,,2,,1,2,2,2,2,2,2,1,1,,,2,2,1,2,2,2,2,2,,2,0,12,5,4,3,2,2,,,,1,2,,509.17,12,1,1,1,2,2,2,5,3
2860,3,7,4,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,6,6,5,2,2,,,,2,,,2170.72,9,1,1,1,2,2,2,,
2861,2,3,4,13,1,1,1,1,2,2,2,2,1,2,1,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,4,4,5,2,2,,,,2,,,1893.87,13,2,1,1,2,2,2,,
2862,3,6,7,13,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,1,2,2,2,2,2,2,,2,,1,1,1,2,1,1,1,2,,2,0,12,5,4,4,2,2,,,,1,2,,96,11,2,1,1,2,2,2,2,3
2863,3,7,4,2,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,1,10,12,8,4,4,2,2,,,,1,2,,470.24,3,2,1,2,2,2,2,4,3
2864,2,3,8,13,1,1,2,2,2,2,2,2,1,2,2,1,1,95,1,1,2,1,2,2,2,1,2,2,,1,,1,1,2,2,1,1,1,2,,2,0,12,4,4,3,1,2,,,,1,1,2,10.06,19,2,1,1,2,1,2,1,1
2865,4,9,2,2,2,,1,2,1,2,2,1,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,2,1,2,,1,10,12,3,4,4,2,2,,,,2,,,1735.25,14,2,1,1,2,2,2,,
2866,2,4,4,3,2,,1,2,2,2,2,2,1,1,2,2,1,95,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,12,4,4,4,2,2,,,,1,1,2,459.35,17,2,1,2,2,1,2,1,1
2867,2,4,5,12,2,,7,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,12,6,6,5,2,2,,,,1,2,,243.39,6,2,1,1,2,2,2,7,3
2868,3,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,4,4,2,2,,,,1,1,2,156.48,16,1,1,2,2,2,2,7,1
2869,3,7,5,4,2,,1,1,2,2,1,2,1,2,1,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,2,2,1,1,1,2,,1,90,12,4,4,4,2,2,,,,1,1,2,4,13,1,1,1,2,2,2,2,1
2870,3,5,2,12,2,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,6,6,5,2,2,,,,1,1,2,208.64,6,2,1,1,1,2,2,7,1
2871,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,8,6,5,2,2,,,,1,2,,2466.59,16,1,2,2,2,2,2,12,3
2872,1,2,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1627.29,10,1,1,1,2,2,2,,
2873,2,3,8,12,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,1,15,12,6,4,4,2,2,,,,1,2,,21.19,7,2,1,1,2,2,2,12,3
2874,4,9,3,13,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,2,2,2,2,2,2,1,2,,2,0,10,8,4,4,2,2,,,,1,2,,460.95,18,2,1,1,2,2,2,2,3
2875,2,3,5,12,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,2,0,12,4,4,4,2,2,,,,2,,,487.36,17,1,1,1,2,2,2,,
2876,3,6,4,3,2,,1,2,2,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,2,2,2,2,2,2,1,2,,2,0,12,8,4,4,2,2,,,,1,2,,358.11,10,1,1,1,2,2,2,14,3
2877,3,5,4,2,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,4,2,2,1,2,2,1,2,2,,2,0,12,8,3,4,2,2,,,,2,,,498.98,6,1,1,1,2,2,2,,
2878,2,3,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,1,50,12,5,4,4,2,2,,,,2,,,2392.14,8,2,1,1,2,2,2,,
2879,1,2,7,2,1,1,1,2,2,1,2,2,1,1,2,1,2,,1,1,1,1,1,1,2,1,2,2,,2,4,2,2,1,2,2,1,1,2,,2,0,12,5,4,4,1,2,,,,1,1,2,106.18,1,2,1,1,2,1,2,7,2
2880,1,1,5,1,2,,2,2,2,2,2,2,1,1,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,1,80,12,3,4,2,2,2,,,,1,1,2,4.37,11,2,1,2,1,1,1,6,1
2881,3,7,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,50,8,6,4,5,2,2,,,,2,,,652.28,20,2,1,2,2,2,2,,
2882,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,1,2,1,2,2,,1,100,9,3,5,3,2,2,,,,2,,,1468.67,12,2,1,2,1,2,2,,
2883,4,9,2,17,2,,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,0,12,3,4,6,2,2,,,,1,2,,1654.84,7,1,1,1,2,2,2,9,3
2884,3,5,7,17,1,1,2,1,2,2,2,1,1,2,2,2,2,,1,1,2,2,1,1,2,1,2,2,,,3,2,2,1,1,1,1,2,2,,2,0,12,5,4,4,2,2,,,,2,,,347.16,5,1,1,2,2,2,2,,
2885,4,8,5,3,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,3,1,1,1,1,1,1,2,2,,2,0,12,6,4,4,2,2,,,,1,2,,20.41,4,1,1,1,2,2,2,5,3
2886,3,5,3,2,1,1,1,1,2,1,2,2,1,2,2,1,2,,1,1,2,2,2,1,2,1,2,2,,,2,2,2,1,2,2,2,1,2,,2,0,12,6,4,3,2,2,,,,2,,,2146.52,6,1,1,2,1,2,2,,
2887,2,4,4,17,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,4,1,1,1,2,1,1,1,2,,2,0,12,8,4,3,2,2,,,,2,,,584.61,18,1,1,2,2,2,2,,
2888,4,9,8,13,2,,1,2,2,2,2,2,1,1,2,1,2,,2,,1,2,2,2,2,1,1,2,,,,2,2,1,2,2,1,1,2,,2,0,12,6,4,7,1,2,,,,1,1,2,20,7,2,1,2,2,1,2,1,1
2889,3,5,4,13,2,,1,2,1,2,1,1,1,1,2,2,2,,2,,1,2,2,1,1,1,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,3,4,7,2,2,,,,1,2,,612.45,6,2,1,1,2,2,2,1,3
2890,3,7,3,4,1,1,1,2,2,1,1,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,2,2,2,1,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,1,2,,652.28,20,2,1,1,2,2,2,13,3
2891,4,9,5,12,1,1,2,2,2,2,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,2,2,2,,,4,2,2,1,2,2,2,1,2,,1,10,12,6,3,4,2,2,,,,1,2,,268.52,14,2,1,1,2,2,2,12,3
2892,4,9,10,2,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,2,2,2,1,2,,,,2,2,2,2,2,1,1,2,,1,20,12,6,1,3,1,2,,,,1,1,2,22.98,5,2,1,2,2,2,2,4,1
2893,3,7,5,13,1,1,1,1,2,2,2,2,1,2,1,2,2,,1,1,1,2,1,2,2,1,1,2,,,,2,2,1,2,2,2,1,2,,1,75,12,4,4,3,2,2,,,,1,1,2,4.09,13,1,1,1,2,2,2,2,2
2894,4,8,8,2,2,,1,2,2,1,2,2,2,2,2,1,2,,2,,1,1,2,1,2,1,2,2,,3,4,2,2,1,1,1,2,1,2,,1,20,12,6,1,4,1,2,,,,1,1,1,10.27,20,2,1,2,1,1,2,4,1
2895,2,3,2,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,2,2,2,2,2,2,,2,0,12,4,4,6,2,2,,,,2,,,1904.68,17,2,1,2,2,2,2,,
2896,2,3,6,12,2,,7,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,3,3,2,2,,,,2,,,21.19,17,2,1,2,2,2,2,,
2897,2,3,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,2,,,1488.07,14,2,1,1,2,2,2,,
