Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,LULC,County,FloodZone,DWSII,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,RoofReplaceYear,HazusGBM
281,34157-010-000,614 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1473,1.0,1971,COMMON BRK; VINYL,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['201904593', '201902529', '2011637', '51359', '5657', '4935']","['20191218', '20190701', '20110503', '20050525', '19950109', '19900424']","['RERF', 'RERF', 'RENO', 'RERF', 'ROOF', 'ADD']","['RE-ROOF', 'RE-ROOF', 'RENOVATION', 'RE-ROOF', 'ROOF', 'ADDITION']","['0', '0', '50,000', '0', '1,450', '4,639']",30.197272,-85.83925,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_gab_1_8d_tnail_wkd_0_3
282,34156-000-000,616 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1440,1.0,1957,CB STUCCO,ENG SHINGL,PLASTER,NONE REPORTED,SHT VINYL; CARPET,"['202000203', '201900227']","['20200121', '20190117']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.196959,-85.839244,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1957,WSF1_hip_1_8d_tnail_wkd_0_3
283,34153-000-000,622 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),920,1.0,1952,CONC BLOCK,ENG SHINGL,DRYWALL,MASONARY,CLAY TILE,['12-790'],['20120523'],['RERF'],['RE ROOF'],['0'],30.19624,-85.839311,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1952,WSF1_gab_1_8d_tnail_no_0_3
284,34151-000-000,629 FERNWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1312,1.0,1951,CONC BLOCK; AVERAGE,ENG SHINGL,PLYWOOD,NONE REPORTED,ASPH TILE,"['202003079', '15-1837', '2010697', '2010679']","['20201123', '20151020', '20100708', '20100702']","['POOL', 'STOR', 'RENO', 'RERF']","['POOLS', 'STORAGE', 'RENOVATION', 'RE-ROOF']","['30,000', '2,000', '4,400', '2,380']",30.196657,-85.83978,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1951,WSF1_hip_1_6d_tnail_wkd_0_3
285,34132-030-004,527 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1637,1.0,2005,VINYL; WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; HARDTILE,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.199425,-85.842451,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2005,WSF1_gab_0_8s_strap_no_1_3
286,34132-005-000,604 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1672,1.0,2000,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['138', '938']","['20010126', '20000609']","['NC', 'NC']","['NEW CONST.', 'NEW CONST.']","['75,060', '75,060']",30.198544,-85.8425,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2000,WSF1_hip_1_6d_strap_std_0_3
287,34132-002-000,530 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2021,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['201803215'],['20181127'],['RERF'],['RERF'],['0'],30.199513,-85.841977,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_hip_1_8s_strap_sup_1_3
288,34131-000-000,501 WISTERIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1224,1.0,1963,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL ASB,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.2019,-85.842696,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1963,WSF1_gab_1_8d_tnail_wkd_0_3
289,34123-000-000,513 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1352,1.0,1983,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['14-2311', '14-2287', '13-243']","['20141218', '20141216', '20130215']","['ADD', 'RENO', 'ADD']","['ADDITION', 'RENO', 'BEDROOM & BATH']","['4,485', '20,000', '20,000']",30.200947,-85.842397,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1983,WSF1_hip_1_6d_tnail_wkd_0_3
290,34119-020-000,505 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1786,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['201803456'],['20181212'],['RERF'],['RERF'],['0'],30.20157,-85.842384,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_gab_1_6d_strap_std_0_3
291,34117-000-000,502 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1614,1.0,1978,CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.201701,-85.841954,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1978,WSF1_hip_1_6d_tnail_wkd_0_3
292,34113-010-000,514 CAMELIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1957,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['2178'],['20021030'],['ADD'],['ADDITION'],"['2,070']",30.200733,-85.841955,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_hip_1_8d_strap_std_0_3
293,34109-549-000,300 CORAL GABLES ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2996,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['2012113'],['20120120'],['NC'],['SINGLE FAMILY'],"['163,735']",30.200004,-85.834138,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_gab_1_8s_strap_sup_1_3
294,34109-529-000,312 CORAL GABLES ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2746,1.0,2013,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD; CLAY TILE,['12-1562'],['20121023'],['NC'],['SINGLE FAMILY'],"['151,305']",30.200851,-85.834134,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
295,34109-517-000,315 COCONUT GROVE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2303,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,['13-61'],['20130111'],['NC'],['SINGLE FAMILY'],"['130,000']",30.201121,-85.835278,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
296,34107-106-000,210 WIREGRASS LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2205,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-1559', '15-1410']","['20150827', '20150805']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '168,042']",30.204303,-85.845757,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
297,34041-003-054,12810 AGAVE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2164,1.0,2007,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET,['2007-903'],['20070517'],['NC'],['SFD'],"['113,980']",30.20206,-85.837128,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2007,WSF1_gab_0_8s_strap_sup_1_3
298,34041-003-049,12802 AGAVE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1610,1.0,2005,VINYL; WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.202086,-85.836618,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2005,WSF1_gab_1_8s_strap_no_1_3
299,34030-200-430,510 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2836,1.0,2015,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['202000659', '15-1119', '15-0785']","['20200323', '20150619', '20150429']","['POOL', 'ROOF', 'NC']","['POOLS', 'ROOF', 'SINGLE FAMILY']","['42,000', '0', '235,648']",30.20081,-85.803226,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
300,34030-150-370,304 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3304,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-0715', '14-01618']","['20150422', '20140826']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '141,900']",30.204959,-85.800853,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
301,34030-150-330,303 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2454,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['15-0095', '14-2036']","['20150116', '20141104']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '0']",30.205042,-85.801573,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
302,34030-150-310,307 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3296,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['15-0136'],['20150122'],['ROOF'],['ROOF'],['0'],30.205059,-85.801964,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
303,34030-150-280,313 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3394,1.0,2014,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['14-313'],['20140214'],['NC'],['SINGLE FAMILY'],"['142,725']",30.205054,-85.802535,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
304,34030-150-200,329 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3129,1.0,2014,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['14-315', '14-315']","['20140214', '20140214']","['NC', 'NC']","['SINGLE FAMILY', 'SINGLE FAMILY']","['126,060', '126,060']",30.204369,-85.803979,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_gab_1_8s_strap_sup_1_3
305,34030-150-030,340 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2553,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['15-1567', '15-1136', '15-0586']","['20150828', '20150623', '20150401']","['RERF', 'NC', 'NC']","['RERF', 'SINGLE FAMILY', 'SINGLE FAMILY']","['0', '272,497', '343,991']",30.204912,-85.804467,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
306,34030-100-950,206 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3298,1.0,2014,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['14-068', '13-1717']","['20140114', '20130917']","['ADD', 'NC']","['SCREEN ENCLOSURE', 'SINGLE FAMILY']","['1,568', '169,290']",30.203328,-85.801981,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
307,34030-100-890,218 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3306,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['13-1218'],['20130715'],['NC'],['SINGLE FAMILY'],"['227,040']",30.203764,-85.800877,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
308,34030-100-870,222 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2921,1.0,2013,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201803330', '13-874']","['20181206', '20130520']","['RERF', 'NC']","['RERF', 'SINGLE FAMILY']","['0', '160,710']",30.204118,-85.800858,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
309,34030-100-860,224 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3490,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201903156', '13-332']","['20190828', '20130305']","['RERF', 'NC']","['RE-ROOF', 'SINGLE FAMILY']","['0', '254,325']",30.204285,-85.800866,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
310,34030-100-840,215 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3374,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; HARDWOOD,"['16-1311', '13-1010']","['20160621', '20130606']","['POOL', 'NC']","['POOL', 'SINGLE FAMILY']","['48,462', '181,170']",30.203609,-85.802921,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
311,34030-100-800,223 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3406,1.0,2013,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201903913', '16-1323', '13-324']","['20191018', '20160621', '20130305']","['POOL', 'ADD', 'NC']","['POOLS', 'ADDITION', 'SINGLE FAMILY']","['50,725', '6,200', '251,925']",30.20385,-85.802154,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
312,34030-100-780,227 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3185,1.0,2014,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['13-2119'],['20131101'],['NC'],['SINGLE FAMILY'],"['227,040']",30.203864,-85.801777,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
313,34030-100-770,229 JOHNSON BAYOU DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3369,1.0,2013,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201903375', '201901525', '13-406']","['20190917', '20190411', '20130314']","['RERF', 'RERF', 'NC']","['RE-ROOF', 'RE-ROOF', 'SINGLE FAMILY']","['0', '0', '251,925']",30.203864,-85.801579,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
314,34030-100-720,714 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3058,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['13-403'],['20130314'],['NC'],['SINGLE FAMILY'],"['220,050']",30.204206,-85.801981,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
315,34030-100-680,706 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3114,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['202101662', '13-405']","['20210416', '20130314']","['POOL', 'NC']","['POOLS', 'SINGLE FAMILY']","['46,885', '234,150']",30.204058,-85.80284,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
316,34030-100-660,702 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2674,1.0,2013,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.203853,-85.803217,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
317,34030-100-650,700 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3400,1.0,2014,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201803171', '13-1782']","['20181121', '20130919']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '171,985']",30.203706,-85.803361,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
318,34030-100-630,703 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2392,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['201803446', '13-1115']","['20181212', '20130626']","['RERF', 'NC']","['RERF', 'SINGLE FAMILY']","['0', '129,470']",30.204191,-85.803698,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
319,34030-100-620,705 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3162,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201900961', '13-854']","['20190301', '20130515']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '169,730']",30.204294,-85.803523,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
320,34030-100-580,713 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2825,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['13-1012'],['20130607'],['NC'],['SINGLE FAMILY'],"['232,875']",30.204612,-85.802788,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
321,34030-100-520,725 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3028,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['13-402'],['20130314'],['NC'],['SINGLE FAMILY'],"['216,000']",30.20471,-85.801566,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_gab_1_8s_strap_sup_1_3
322,34030-100-430,106 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),3213,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['201244'],['20120123'],['NC'],['SINGLE FAMILY'],"['194,625']",30.204954,-85.8063,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_gab_1_8s_strap_sup_1_3
323,34030-100-350,122 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),3193,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['202101643', '12-1651', '20111596']","['20210416', '20121106', '20111201']","['POOL', 'RENO', 'NC']","['POOLS', '10X17 SCREEN WALL', 'SINGLE FAMILY']","['67,075', '1,825', '243,525']",30.205483,-85.807705,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
324,34030-100-320,127 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2848,1.0,2012,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201803327', '12-727']","['20181205', '20120508']","['RERF', 'NC']","['RERF', 'SINGLE FAMILY']","['0', '251,925']",30.20482,-85.807568,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
325,34030-100-280,119 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),3292,1.0,2012,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['12-634'],['20120426'],['NC'],['SINGLE FAMILY'],"['254,775']",30.204486,-85.806906,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
326,34030-100-250,113 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2924,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['16-1579', '12-799']","['20160729', '20120525']","['POOL', 'NC']","['POOL', 'SINGLE FAMILY']","['29,376', '227,375']",30.204339,-85.80634,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_gab_1_8s_strap_sup_1_3
327,34030-100-240,111 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),3198,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD; CARPET,['12-797'],['20120612'],['NC'],['SINGLE FAMILY'],"['234,150']",30.204253,-85.806163,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
328,34030-100-190,101 CEDAR HAMMOCK LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2640,1.0,2012,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.203872,-85.804395,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
329,34030-100-120,607 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),3171,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.202812,-85.804564,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
330,34030-100-080,614 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2702,1.0,2012,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['202001193', '12-1059', '12-887', '12-406']","['20200501', '20120726', '20120615', '20120308']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'SCREEN POOL ENCLOSUR', 'POOL', 'SINGLE FAMILY']","['0', '8,700', '29,000', '144,100']",30.203448,-85.803653,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
331,34030-100-010,600 BREAKFAST POINT BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),2943,1.0,2011,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['20190846', '15-1453', '15-1453', '15-1271']","['20190222', '20150811', '20150811', '20150714']","['RERF', 'ADD', 'STOR', 'POOL']","['RE-ROOF', 'POOL ENCLOSURE', 'ACCESSORY BLDG', 'POOL']","['0', '7,750', '7,750', '25,741']",30.202236,-85.804025,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2011,WSF1_hip_1_8s_strap_sup_1_3
332,34024-385-000,260 EAGLE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2485,1.0,1993,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; HARDWOOD,"['20081241', '925915']","['20080430', '19921230']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['60', '68,940']",30.213402,-85.841701,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_gab_1_6d_strap_std_0_3
333,34024-382-000,310 EAGLE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3270,1.0,1994,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201901561', '16-2349', '1819', '5032', '5027']","['20190415', '20161122', '20020924', '19931221', '19931217']","['RERF', 'STOR', 'ADD', 'XTRA', 'NC']","['RE-ROOF', 'STORAGE', 'ADDITION', 'EXTRA FEAT', 'NEW CONST.']","['0', '11,579', '9,000', '9,000', '92,000']",30.214245,-85.841562,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1994,WSF1_gab_1_8d_strap_std_0_3
